class,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32,x33,y33,z33
lay,0.75911,0.69756,-0.12786,0.77798,0.70618,-0.15602,0.77894,0.70857,-0.156,0.77992,0.71096,-0.15602,0.77727,0.70515,-0.1104,0.77778,0.70674,-0.11044,0.77832,0.7083,-0.11052,0.77595,0.73098,-0.20707,0.77367,0.72569,-0.0009,0.74536,0.70463,-0.14214,0.74451,0.70308,-0.08193,0.69911,0.77332,-0.29675,0.67768,0.73329,0.1258,0.74107,0.80018,-0.67937,0.68024,0.72211,0.45723,0.82574,0.79772,-0.97243,0.67445,0.72268,0.74297,0.85216,0.80092,-1.0305,0.67455,0.72326,0.78468,0.85677,0.8011,-1.02651,0.6774,0.72601,0.76586,0.84039,0.79773,-0.97817,0.67697,0.72416,0.73931,0.41446,0.78494,-0.13206,0.40918,0.74679,0.13205,0.2266,0.79036,-0.15024,0.24462,0.74757,0.32113,0.0562,0.81904,-0.19137,0.11919,0.79703,0.55136,0.03418,0.83033,-0.20169,0.1071,0.81173,0.56676,-0.04005,0.78863,-0.36962,0.05172,0.78639,0.50582
lay,0.78163,0.66243,-0.10838,0.79849,0.67108,-0.1314,0.7995,0.6733,-0.1314,0.8006,0.67558,-0.13151,0.79777,0.67013,-0.09113,0.79828,0.67166,-0.09118,0.7989,0.67323,-0.09125,0.79563,0.6948,-0.17005,0.7941,0.68985,0.01366,0.76784,0.67037,-0.11927,0.76668,0.66871,-0.06666,0.71699,0.73575,-0.23343,0.70064,0.69573,0.12223,0.80299,0.7532,-0.41633,0.76186,0.68888,0.31833,0.8386,0.75135,-0.36792,0.82325,0.71777,0.43815,0.85362,0.75425,-0.38738,0.83777,0.72412,0.42999,0.84898,0.75346,-0.37184,0.8314,0.7308,0.43343,0.84047,0.7512,-0.36261,0.82713,0.72915,0.43234,0.43689,0.7318,-0.11892,0.43758,0.69185,0.11889,0.26876,0.72899,-0.07828,0.37028,0.60229,-0.01241,0.11914,0.75846,0.08713,0.26528,0.72918,0.09717,0.1061,0.76669,0.10282,0.27628,0.75438,0.10645,0.04552,0.75292,0.0155,0.17968,0.75529,0.08888
lay,0.77298,0.65862,-0.08647,0.7903,0.66702,-0.10633,0.79131,0.66909,-0.10635,0.79255,0.67135,-0.10639,0.78965,0.66613,-0.0602,0.79016,0.6676,-0.06018,0.79083,0.66914,-0.06026,0.78892,0.69126,-0.13773,0.78649,0.68665,0.06978,0.75931,0.66584,-0.09436,0.75829,0.66438,-0.03458,0.71644,0.7315,-0.23348,0.695,0.69023,0.1742,0.78518,0.75078,-0.59153,0.7059,0.68223,0.4025,0.85392,0.74882,-0.83134,0.68435,0.69454,0.49548,0.87905,0.75025,-0.89169,0.67875,0.69738,0.50306,0.87561,0.74854,-0.86851,0.68363,0.69991,0.47338,0.86125,0.74745,-0.82742,0.68561,0.69746,0.48115,0.44281,0.73651,-0.10152,0.43804,0.68604,0.10147,0.25622,0.77343,-0.06831,0.30818,0.62918,-0.18337,0.14689,0.76187,0.30462,0.23796,0.72694,0.15106,0.14148,0.76002,0.33544,0.2394,0.74129,0.18268,0.06359,0.75776,0.19228,0.16875,0.73531,0.12554
lay,0.79046,0.66329,-0.08414,0.80858,0.67159,-0.11146,0.80921,0.6735,-0.11152,0.80993,0.67545,-0.1116,0.8078,0.67051,-0.06073,0.80789,0.67165,-0.06065,0.80809,0.67277,-0.06071,0.80424,0.69382,-0.15943,0.80147,0.68766,0.06978,0.77489,0.66955,-0.09646,0.77379,0.66746,-0.03053,0.72464,0.73659,-0.26419,0.70348,0.68812,0.20062,0.77189,0.75729,-0.62328,0.70345,0.6839,0.46362,0.85934,0.74279,-0.85471,0.70051,0.67656,0.60797,0.87818,0.74418,-0.91787,0.6972,0.67363,0.62015,0.87269,0.74508,-0.90062,0.70138,0.67746,0.59334,0.86225,0.74402,-0.85274,0.70286,0.67716,0.59437,0.45372,0.73843,-0.11426,0.44323,0.6895,0.11416,0.27201,0.76858,-0.11724,0.27779,0.66796,0.00833,0.15064,0.76098,0.22106,0.17205,0.73551,0.40656,0.14656,0.76596,0.25029,0.16845,0.75046,0.4426,0.04394,0.75671,0.10004,0.07611,0.73466,0.37092
lay,0.80114,0.66226,0.0441,0.8176,0.67125,0.01269,0.81749,0.6728,0.0126,0.81745,0.67458,0.01252,0.81809,0.67104,0.06107,0.81831,0.67231,0.06108,0.81861,0.67367,0.06104,0.80936,0.68785,-0.05539,0.81176,0.68603,0.15979,0.78431,0.66555,0.02337,0.7848,0.66436,0.0852,0.73526,0.71982,-0.20314,0.71036,0.68654,0.31666,0.64423,0.69453,-0.34864,0.62284,0.68098,0.41861,0.6873,0.6015,-0.34218,0.67853,0.60398,0.40125,0.69823,0.58063,-0.37882,0.686,0.5888,0.41055,0.71175,0.57947,-0.34709,0.69763,0.58661,0.38677,0.70949,0.58605,-0.32655,0.6965,0.59278,0.38779,0.46882,0.7251,-0.16898,0.46779,0.69871,0.16879,0.31821,0.63741,-0.23812,0.32919,0.63908,0.16362,0.1889,0.72854,-0.06917,0.20978,0.72378,0.29655,0.1858,0.75106,-0.04791,0.2016,0.74588,0.30828,0.09092,0.73659,-0.06221,0.11531,0.73295,0.26952
lay,0.80403,0.6571,-0.00101,0.8175,0.66608,-0.03784,0.81742,0.66763,-0.03791,0.81737,0.66914,-0.03803,0.81846,0.66607,0.01753,0.81906,0.66757,0.01747,0.8196,0.66914,0.0175,0.8095,0.68111,-0.12311,0.81128,0.68257,0.12317,0.78585,0.65939,-0.02838,0.78632,0.65924,0.04248,0.72802,0.68624,-0.2751,0.72138,0.69753,0.29512,0.6174,0.63615,-0.19833,0.61757,0.65698,0.24111,0.64743,0.59312,0.15659,0.63896,0.6009,-0.0109,0.66276,0.57818,0.15365,0.65977,0.5855,-0.03261,0.67332,0.5859,0.16232,0.66733,0.59003,-0.06078,0.66754,0.59383,0.17089,0.6575,0.5997,-0.03237,0.47732,0.69285,-0.18121,0.47839,0.69627,0.18124,0.32604,0.62242,-0.20497,0.3426,0.64313,0.22529,0.19619,0.72177,-0.09054,0.20583,0.72334,0.32346,0.19543,0.74416,-0.07587,0.20177,0.74482,0.32976,0.10157,0.73013,-0.08471,0.1288,0.73077,0.3115
lay,0.12462,0.62362,0.08433,0.11046,0.63186,0.09988,0.11033,0.63336,0.09977,0.11016,0.63493,0.09978,0.10977,0.63205,0.05212,0.10918,0.63348,0.05198,0.10855,0.63502,0.05179,0.11588,0.64898,0.20215,0.11376,0.64885,-0.01738,0.14155,0.62834,0.12802,0.14061,0.62852,0.06426,0.2141,0.65739,0.33221,0.17048,0.6744,-0.16542,0.29682,0.68001,0.40697,0.20701,0.72202,-0.50731,0.37977,0.6831,0.32156,0.25549,0.7652,-0.87045,0.40561,0.68707,0.31855,0.2648,0.77725,-0.94636,0.40049,0.68384,0.27561,0.26585,0.76436,-0.92633,0.3904,0.68289,0.29904,0.26545,0.75801,-0.86993,0.48838,0.66993,0.15409,0.47857,0.68504,-0.15407,0.69865,0.68302,0.19328,0.69459,0.71217,-0.31872,0.90471,0.70757,0.28816,0.93971,0.73661,-0.39265,0.93867,0.72179,0.28663,0.96266,0.74632,-0.40648,0.96108,0.66115,0.18579,0.99592,0.67811,-0.58491
lay,0.12579,0.62328,0.06255,0.11209,0.63133,0.07777,0.11201,0.63271,0.0776,0.11182,0.63419,0.07757,0.11193,0.63202,0.03317,0.11181,0.63366,0.03305,0.11162,0.63537,0.03291,0.11723,0.64835,0.18248,0.11711,0.64888,-0.02146,0.14218,0.62768,0.10756,0.14181,0.62837,0.04824,0.20998,0.6588,0.30504,0.18097,0.67232,-0.15012,0.28453,0.68722,0.41568,0.22404,0.72607,-0.47415,0.33095,0.70517,0.38665,0.25715,0.76252,-0.83619,0.34352,0.69907,0.38672,0.26636,0.77325,-0.90941,0.33042,0.69854,0.34872,0.26579,0.76055,-0.89394,0.32729,0.70046,0.36831,0.26559,0.75491,-0.83728,0.48737,0.67177,0.14579,0.47997,0.68335,-0.14573,0.6994,0.68709,0.15347,0.69787,0.70874,-0.29249,0.91326,0.71338,0.22208,0.94243,0.7361,-0.36832,0.94706,0.72922,0.2181,0.96481,0.74908,-0.38024,0.96853,0.66391,0.12167,1.00404,0.67614,-0.53644
lay,0.13378,0.61265,0.0427,0.11755,0.61983,0.05646,0.11726,0.62117,0.0563,0.11682,0.62266,0.05627,0.11709,0.621,0.01362,0.1166,0.62291,0.01351,0.11603,0.62489,0.01337,0.1204,0.63851,0.16254,0.11998,0.63969,-0.0341,0.15013,0.61816,0.08804,0.14932,0.61964,0.03102,0.20568,0.65216,0.28484,0.18586,0.66516,-0.15363,0.27439,0.67735,0.42251,0.22775,0.71463,-0.4655,0.32537,0.69198,0.41705,0.26484,0.75516,-0.81876,0.33574,0.68758,0.41976,0.27258,0.76866,-0.88732,0.3336,0.68624,0.38168,0.27218,0.75595,-0.87277,0.32985,0.68306,0.39963,0.27265,0.74909,-0.81973,0.48684,0.66556,0.1404,0.48494,0.67637,-0.14029,0.69775,0.67816,0.13492,0.69736,0.68538,-0.21122,0.90221,0.70711,0.18887,0.92894,0.7219,-0.24694,0.92908,0.72429,0.18484,0.95749,0.73873,-0.25378,0.95258,0.6558,0.10366,0.9862,0.66465,-0.38192
lay,0.11479,0.61101,0.03378,0.09805,0.62092,0.05173,0.09832,0.62158,0.05159,0.09874,0.62227,0.05153,0.098,0.62419,0.00601,0.09812,0.62715,0.00589,0.09852,0.63025,0.00574,0.10895,0.63609,0.17099,0.11045,0.64704,-0.03819,0.13349,0.61128,0.08335,0.13291,0.61498,0.02263,0.22007,0.64056,0.31488,0.18437,0.66673,-0.1722,0.32671,0.64509,0.42922,0.22563,0.71324,-0.5173,0.40432,0.65558,0.39006,0.26298,0.75006,-0.90399,0.43302,0.66101,0.39507,0.26997,0.76584,-0.98469,0.42699,0.66068,0.3503,0.26848,0.75632,-0.96609,0.41525,0.65974,0.36868,0.26973,0.74842,-0.90562,0.50314,0.66116,0.14977,0.48564,0.67759,-0.14971,0.70892,0.66703,0.10805,0.69501,0.65864,-0.27499,0.92293,0.70615,0.14567,0.90697,0.70209,-0.27634,0.95284,0.72472,0.13897,0.94774,0.72964,-0.27962,0.98517,0.64193,0.03597,0.9918,0.65046,-0.42187
lay,0.11527,0.61791,0.008,0.09846,0.62489,0.02877,0.09861,0.62464,0.0286,0.09875,0.62451,0.02854,0.09775,0.63062,-0.01292,0.09757,0.63492,-0.01305,0.09759,0.63952,-0.01316,0.10857,0.63803,0.165,0.10924,0.65914,-0.02695,0.13408,0.61703,0.06412,0.13332,0.62296,0.00839,0.2212,0.64337,0.32341,0.18186,0.67471,-0.16041,0.30952,0.65553,0.47846,0.22134,0.71404,-0.50162,0.39598,0.65995,0.49333,0.28189,0.74865,-0.88795,0.42258,0.66577,0.50744,0.28577,0.76348,-0.96877,0.41508,0.66391,0.46133,0.28537,0.75585,-0.9488,0.40459,0.66251,0.47316,0.28814,0.74894,-0.88949,0.50822,0.65797,0.14905,0.48646,0.67466,-0.14897,0.72143,0.67317,0.07073,0.70773,0.66604,-0.29583,0.95097,0.71042,0.08405,0.94898,0.71058,-0.31915,0.97319,0.72579,0.07552,0.97062,0.72705,-0.32437,1.01617,0.6459,-0.03871,1.01578,0.64149,-0.47788
lay,0.11337,0.63558,-0.16568,0.09726,0.63714,-0.13332,0.09753,0.63491,-0.13343,0.09787,0.63271,-0.13345,0.0972,0.64712,-0.16357,0.09776,0.65259,-0.16369,0.0987,0.65856,-0.16374,0.1099,0.6357,0.05639,0.11203,0.6742,-0.08424,0.13383,0.63071,-0.09226,0.13673,0.6419,-0.13283,0.22027,0.64833,0.25187,0.19466,0.67999,-0.20127,0.30758,0.66018,0.36385,0.24168,0.71897,-0.55394,0.39515,0.65867,0.3199,0.28284,0.75007,-0.95744,0.42063,0.66281,0.32473,0.29184,0.76325,-1.03754,0.41302,0.65987,0.28022,0.29143,0.75238,-1.01995,0.40369,0.65913,0.29905,0.29144,0.74563,-0.9607,0.50772,0.65473,0.15031,0.49988,0.67625,-0.15036,0.7199,0.67319,0.17103,0.71886,0.6877,-0.2654,0.92995,0.69212,0.2653,0.96125,0.71646,-0.28879,0.96015,0.7095,0.26423,0.98112,0.72745,-0.29564,0.98025,0.65647,0.16958,1.03499,0.66309,-0.4438
lay,0.11456,0.63785,-0.11231,0.09844,0.64087,-0.08644,0.09851,0.639,-0.08659,0.09858,0.63717,-0.08661,0.09891,0.64927,-0.11784,0.09943,0.6541,-0.11798,0.10011,0.65951,-0.11808,0.10918,0.64186,0.07363,0.11237,0.67573,-0.07374,0.13469,0.63389,-0.04999,0.1385,0.64349,-0.09251,0.22208,0.6526,0.23486,0.19612,0.68102,-0.1887,0.31708,0.66086,0.31921,0.23989,0.71571,-0.50501,0.4066,0.66374,0.25641,0.28091,0.75076,-0.87735,0.43258,0.66756,0.25304,0.2907,0.76537,-0.9515,0.4275,0.66698,0.21223,0.29206,0.75632,-0.94152,0.41762,0.66672,0.23618,0.29209,0.7475,-0.88297,0.5057,0.6577,0.13648,0.49848,0.67949,-0.13643,0.71842,0.67511,0.14607,0.72128,0.69155,-0.27517,0.93551,0.69248,0.23401,0.96217,0.71555,-0.30119,0.96369,0.70775,0.2323,0.98428,0.72822,-0.30714,0.9851,0.66205,0.13613,1.03719,0.66583,-0.4538
lay,0.11892,0.64391,-0.1167,0.10186,0.64526,-0.09349,0.10189,0.64335,-0.09363,0.102,0.64147,-0.09364,0.10216,0.65395,-0.11919,0.10264,0.65862,-0.11933,0.10357,0.66364,-0.11946,0.11185,0.64579,0.06463,0.11416,0.67836,-0.05598,0.13896,0.64021,-0.05434,0.14264,0.65007,-0.08896,0.20619,0.65575,0.23053,0.1906,0.68286,-0.16981,0.28028,0.67317,0.35557,0.2442,0.71832,-0.48069,0.32406,0.68047,0.34314,0.28536,0.74054,-0.8466,0.33935,0.68762,0.34281,0.30174,0.75403,-0.91311,0.32904,0.6846,0.30856,0.30044,0.74016,-0.90455,0.32427,0.68162,0.32757,0.29782,0.73109,-0.85118,0.50307,0.6556,0.13493,0.50225,0.67321,-0.1349,0.71166,0.67273,0.17983,0.72111,0.6887,-0.23879,0.92675,0.69373,0.27575,0.96498,0.71733,-0.30732,0.94908,0.70729,0.2766,0.9856,0.7294,-0.31741,0.95842,0.6489,0.20651,1.03913,0.65363,-0.44606
lay,0.12079,0.62797,0.05026,0.10201,0.63782,0.06633,0.10168,0.63894,0.06621,0.10127,0.64021,0.06617,0.1018,0.63956,0.01595,0.10133,0.64173,0.01593,0.1007,0.64431,0.01586,0.10885,0.65658,0.17382,0.10754,0.66081,-0.05884,0.13906,0.63172,0.09599,0.1385,0.63423,0.0286,0.2181,0.667,0.31065,0.18692,0.68129,-0.19211,0.29789,0.67859,0.53334,0.23574,0.70312,-0.41545,0.31922,0.63237,0.56671,0.27171,0.61986,-0.52042,0.32614,0.61333,0.57288,0.28871,0.59799,-0.55322,0.31766,0.6148,0.52485,0.28269,0.5923,-0.53389,0.30439,0.6176,0.54464,0.27818,0.59878,-0.5103,0.50173,0.661,0.14807,0.49632,0.6807,-0.14792,0.71434,0.67087,0.16074,0.7128,0.69554,-0.20472,0.92546,0.6942,0.22496,0.9532,0.7219,-0.2476,0.9574,0.71088,0.22267,0.97505,0.7329,-0.25512,0.97973,0.65028,0.13864,1.0292,0.67124,-0.38319
lay,0.07196,0.66246,-0.11516,0.05799,0.66986,-0.09267,0.05806,0.66951,-0.09291,0.05817,0.66903,-0.09302,0.05887,0.67399,-0.1333,0.05965,0.67681,-0.13331,0.06064,0.67979,-0.13326,0.06934,0.67863,0.04364,0.07334,0.69376,-0.13916,0.09106,0.66159,-0.0603,0.09359,0.66738,-0.1127,0.18242,0.67577,0.18499,0.15944,0.69916,-0.2304,0.31417,0.66284,0.2822,0.16445,0.62579,-0.35765,0.37496,0.68104,0.20161,0.07909,0.65425,-0.32394,0.39317,0.68209,0.18495,0.05959,0.66286,-0.35739,0.39003,0.6857,0.15253,0.06038,0.67262,-0.36542,0.3814,0.68687,0.18253,0.0681,0.67105,-0.32771,0.46258,0.6778,0.1298,0.45762,0.7035,-0.12971,0.6633,0.66451,0.1772,0.67729,0.70436,-0.17535,0.86083,0.69591,0.25983,0.91014,0.73021,-0.19716,0.88317,0.7112,0.26077,0.93525,0.74668,-0.2054,0.91875,0.66769,0.17966,0.99619,0.67374,-0.35164
lay,0.10658,0.6499,-0.12306,0.09126,0.65948,-0.1009,0.09113,0.65965,-0.10109,0.09107,0.65969,-0.10115,0.09214,0.66287,-0.14214,0.09284,0.66543,-0.14215,0.09383,0.66808,-0.14211,0.10237,0.67198,0.03643,0.10657,0.68433,-0.15115,0.12262,0.65081,-0.06718,0.12546,0.65534,-0.12098,0.21271,0.67084,0.18059,0.1883,0.69125,-0.24419,0.36137,0.67135,0.25735,0.19589,0.6198,-0.41433,0.45301,0.68546,0.13546,0.11565,0.65492,-0.45439,0.47933,0.68548,0.11398,0.09993,0.66451,-0.49922,0.47994,0.6901,0.07396,0.10026,0.67102,-0.50389,0.46791,0.69172,0.1127,0.10751,0.67044,-0.45868,0.49346,0.67806,0.13852,0.49047,0.70013,-0.1385,0.68418,0.66901,0.21113,0.70599,0.70762,-0.18162,0.87354,0.7055,0.31297,0.93542,0.73235,-0.21091,0.89465,0.71896,0.31589,0.96706,0.74494,-0.22031,0.92328,0.66375,0.24389,1.01477,0.6663,-0.37103
lay,0.09605,0.63833,-0.06809,0.08169,0.64751,-0.05037,0.08157,0.6481,-0.05059,0.08169,0.64858,-0.05065,0.08238,0.6506,-0.09605,0.08284,0.65323,-0.09606,0.08357,0.65584,-0.09601,0.09437,0.66305,0.06732,0.09491,0.67294,-0.14062,0.11176,0.64149,-0.0193,0.11391,0.6451,-0.07863,0.19604,0.66557,0.19023,0.17498,0.68716,-0.22852,0.32063,0.65253,0.27592,0.18022,0.60766,-0.28234,0.37245,0.67935,0.15858,0.11791,0.65608,-0.12491,0.38789,0.68309,0.12958,0.09921,0.67016,-0.13814,0.38432,0.68677,0.09969,0.1022,0.67594,-0.16686,0.37706,0.68671,0.13855,0.10654,0.67332,-0.13273,0.47571,0.67104,0.13614,0.47308,0.69215,-0.13599,0.67629,0.66278,0.19894,0.70097,0.69833,-0.18274,0.87138,0.69645,0.2793,0.92953,0.72552,-0.22774,0.90214,0.71057,0.28027,0.95997,0.73697,-0.23796,0.91271,0.64884,0.20946,1.01396,0.66065,-0.3833
lay,0.07694,0.63139,-0.07836,0.06238,0.63784,-0.05686,0.06267,0.63775,-0.05704,0.06297,0.6376,-0.0571,0.06272,0.64188,-0.10304,0.06349,0.64464,-0.10307,0.06442,0.6474,-0.10301,0.07556,0.6492,0.07789,0.07444,0.66271,-0.13178,0.09307,0.63368,-0.02276,0.09512,0.6389,-0.08303,0.17792,0.65355,0.22552,0.1561,0.67825,-0.2327,0.31249,0.63848,0.32808,0.15466,0.60875,-0.37697,0.374,0.65809,0.21959,0.08588,0.64041,-0.32984,0.39381,0.66031,0.2011,0.06917,0.65296,-0.35946,0.38917,0.66476,0.17023,0.0709,0.6567,-0.37231,0.38026,0.66569,0.20036,0.07524,0.65475,-0.33408,0.45888,0.65785,0.14864,0.45354,0.68107,-0.14856,0.66069,0.64871,0.23511,0.67447,0.68053,-0.22917,0.85855,0.6808,0.33993,0.91096,0.70502,-0.3023,0.88186,0.69543,0.34246,0.94213,0.71759,-0.31718,0.89638,0.63917,0.26644,0.985,0.63617,-0.47409
lay,0.08885,0.6347,0.04139,0.06941,0.64295,0.06002,0.06875,0.64408,0.05992,0.06802,0.64536,0.05986,0.06862,0.64451,0.00416,0.06742,0.6467,0.00413,0.06618,0.64923,0.00403,0.07118,0.66163,0.16715,0.06939,0.66551,-0.08436,0.10437,0.63842,0.08799,0.10391,0.64101,0.01533,0.17867,0.66779,0.33718,0.15035,0.68765,-0.22894,0.28715,0.65275,0.4498,0.25304,0.65827,-0.34637,0.32269,0.61295,0.33063,0.1805,0.58321,-0.29809,0.32895,0.60416,0.31656,0.16579,0.56537,-0.32568,0.30925,0.59808,0.27948,0.15518,0.56909,-0.30951,0.30533,0.60102,0.3074,0.16072,0.5762,-0.28754,0.45922,0.66185,0.1744,0.45638,0.68446,-0.17429,0.65686,0.64961,0.29054,0.67594,0.68347,-0.23657,0.85152,0.67947,0.44639,0.9051,0.70481,-0.29054,0.87192,0.69451,0.4541,0.93772,0.71661,-0.30067,0.89013,0.63826,0.38832,0.98031,0.63629,-0.44337
lay,0.04958,0.64316,-0.03194,0.03484,0.65444,-0.0074,0.03512,0.65498,-0.00754,0.03534,0.65576,-0.00748,0.03571,0.65802,-0.04831,0.03666,0.66143,-0.04839,0.0375,0.66531,-0.04853,0.04791,0.67291,0.13349,0.04911,0.68367,-0.0543,0.06961,0.64329,0.02391,0.07121,0.6474,-0.03027,0.15352,0.67508,0.2975,0.13422,0.69883,-0.21146,0.28042,0.6823,0.38249,0.22011,0.73717,-0.44141,0.37508,0.69011,0.30282,0.33281,0.75033,-0.66957,0.40254,0.69298,0.29542,0.36313,0.76071,-0.73133,0.40097,0.6902,0.24639,0.36253,0.74907,-0.71782,0.3909,0.6899,0.27693,0.35536,0.74288,-0.66827,0.45198,0.66524,0.1593,0.44005,0.68541,-0.15933,0.66118,0.68109,0.17983,0.66571,0.69835,-0.21705,0.87436,0.69797,0.2699,0.9001,0.71025,-0.24679,0.90542,0.71239,0.2702,0.93269,0.72236,-0.25299,0.94563,0.64757,0.18863,0.98443,0.65564,-0.3912
lay,0.80047,0.72923,-0.16145,0.82043,0.74411,-0.16168,0.82063,0.74807,-0.16171,0.82065,0.75226,-0.16179,0.82047,0.73727,-0.13295,0.82099,0.73671,-0.13304,0.82153,0.73629,-0.13313,0.80839,0.77051,-0.12635,0.81017,0.75171,0.00101,0.78234,0.73649,-0.15098,0.78233,0.72853,-0.11338,0.71301,0.79747,-0.22545,0.68891,0.73461,0.1051,0.77556,0.84573,-0.62035,0.66987,0.67385,0.35672,0.87395,0.87673,-0.95062,0.73724,0.71868,0.58495,0.91572,0.89366,-0.99608,0.76009,0.73273,0.61142,0.91963,0.88914,-1.01256,0.76028,0.73661,0.62218,0.90389,0.88294,-0.9657,0.75099,0.73433,0.59124,0.43013,0.79522,-0.10275,0.42654,0.74788,0.10301,0.23696,0.81611,-0.21662,0.36034,0.65146,0.06174,0.02057,0.84769,-0.26486,0.29952,0.77799,0.26953,0.00755,0.85361,-0.27629,0.30461,0.7978,0.28694,-0.04794,0.84667,-0.45689,0.22294,0.80471,0.26614
lay,0.77523,0.73646,-0.18829,0.79278,0.75024,-0.18095,0.79317,0.75534,-0.18099,0.79366,0.76064,-0.18108,0.79129,0.73991,-0.16158,0.79087,0.7379,-0.16163,0.79051,0.73606,-0.16174,0.78442,0.77801,-0.11744,0.78144,0.74971,-0.02857,0.75541,0.74795,-0.16597,0.7551,0.73516,-0.13959,0.69254,0.80486,-0.19295,0.67023,0.73927,0.0611,0.74693,0.84496,-0.52374,0.68976,0.67143,0.21863,0.84432,0.86981,-0.79327,0.76101,0.72408,0.34265,0.89441,0.89322,-0.83511,0.78281,0.74379,0.34645,0.89958,0.88916,-0.85001,0.78542,0.75088,0.35814,0.87867,0.87891,-0.80811,0.77473,0.74805,0.34671,0.39542,0.80133,-0.08322,0.3903,0.75675,0.08336,0.22454,0.81717,-0.22469,0.26256,0.70875,0.05878,0.02912,0.84273,-0.28174,0.13534,0.78643,0.24624,0.01574,0.85049,-0.29429,0.12453,0.80549,0.2571,-0.0653,0.82495,-0.45949,0.06713,0.77944,0.21485
lay,0.75986,0.7335,-0.14647,0.77976,0.74699,-0.13769,0.78082,0.75151,-0.13768,0.78189,0.756,-0.13771,0.77836,0.73847,-0.12024,0.77839,0.73708,-0.12032,0.77852,0.73576,-0.12044,0.77461,0.77321,-0.07913,0.77306,0.75154,-0.00044,0.74377,0.74501,-0.12693,0.74203,0.73328,-0.10319,0.6857,0.79985,-0.1454,0.66141,0.73344,0.07398,0.74445,0.84057,-0.45354,0.6578,0.66706,0.25776,0.84102,0.8672,-0.74491,0.74022,0.71253,0.4163,0.87958,0.88615,-0.78255,0.76647,0.73192,0.42803,0.88176,0.88184,-0.80735,0.76812,0.73822,0.43745,0.86849,0.87645,-0.76323,0.75572,0.73563,0.42177,0.40767,0.79617,-0.08008,0.40461,0.75257,0.08009,0.20938,0.82197,-0.15925,0.21888,0.76695,0.19355,0.01042,0.8421,-0.28392,0.07277,0.79707,0.34259,-0.00139,0.84312,-0.30457,0.0524,0.81179,0.34597,-0.08568,0.82435,-0.48413,0.00145,0.78184,0.2607
lay,0.76193,0.73829,-0.10808,0.78092,0.75244,-0.10373,0.78142,0.75691,-0.10375,0.78168,0.7613,-0.1038,0.77954,0.74453,-0.07392,0.7795,0.74341,-0.07401,0.77955,0.7423,-0.07406,0.77171,0.77888,-0.06979,0.77092,0.75753,0.06202,0.74292,0.74757,-0.09908,0.74265,0.7377,-0.05994,0.67859,0.80244,-0.16781,0.65516,0.73966,0.16095,0.72053,0.84329,-0.5236,0.64167,0.67741,0.45747,0.82908,0.87005,-0.84744,0.72881,0.72037,0.74711,0.87202,0.88961,-0.88912,0.75858,0.73308,0.79028,0.87728,0.88749,-0.91367,0.75762,0.73777,0.80642,0.86029,0.87813,-0.867,0.74674,0.73628,0.75875,0.41962,0.79911,-0.0993,0.40619,0.76184,0.09917,0.22208,0.82465,-0.15851,0.22826,0.77817,0.11859,0.01316,0.8652,-0.21997,0.06176,0.80072,0.22369,-0.01169,0.88056,-0.23204,0.0379,0.81299,0.22246,-0.06327,0.84419,-0.4055,-0.00096,0.7854,0.11084
lay,0.77183,0.73008,-0.15888,0.79216,0.74425,-0.16033,0.79309,0.74916,-0.16033,0.79373,0.75395,-0.16038,0.79083,0.7366,-0.13111,0.79107,0.73581,-0.13119,0.79133,0.73499,-0.13131,0.78444,0.77259,-0.12422,0.78328,0.7509,0.00677,0.75332,0.74128,-0.14588,0.75332,0.73098,-0.10715,0.69659,0.79951,-0.21403,0.67293,0.73362,0.11623,0.76619,0.84494,-0.59058,0.66343,0.67683,0.38423,0.8612,0.87591,-0.89648,0.73185,0.71441,0.6319,0.9052,0.89166,-0.93745,0.75087,0.72432,0.66249,0.90995,0.88732,-0.95332,0.75352,0.72856,0.67278,0.89228,0.88069,-0.91155,0.74072,0.72742,0.63833,0.40885,0.7992,-0.09899,0.40391,0.75642,0.099,0.22181,0.8236,-0.22093,0.2514,0.71401,0.04422,0.02211,0.84176,-0.25234,0.13011,0.78847,0.22835,0.00713,0.84758,-0.26371,0.12329,0.8087,0.23815,-0.07312,0.82776,-0.43349,0.04597,0.79391,0.1955
